timestamp,emitter_status,emitter_records_sent,emitter_latency,emitter_cpu_usage,emitter_memory_usage,cpu_usage,memory_usage,records_extracted,records_loaded,kinesis_lag_ms,is_anomaly,anomaly_type
1788255004,1.0,25.0,0.0165705680847167,0.0007852393494557,108109824,0.0709641032143169,1434353664,12.0,12.0,0.0,0,none
1788255009,1.0,26.0,0.0235946178436279,0.0007778347213324,107327488,0.0706749979511758,1433837568,12.0,12.0,0.0,0,none
1788255014,1.0,27.0,0.0239770412445068,0.0007781425891181,107327488,0.0708876603873695,1434615808,12.0,12.0,0.0,0,none
1788255019,1.0,28.0,0.024160623550415,0.0007811244979919,107585536,0.0702794913382953,1433591808,12.0,12.0,0.0,0,none
1788255024,1.0,29.0,0.0205199718475341,0.0007977192407184,107331584,0.0321908011901999,1434378240,12.0,12.0,0.0,0,none
1788255029,1.0,30.0,0.0228514671325683,0.0008013578624616,106852352,0.067421444638229,1438466048,12.0,12.0,0.0,0,none
1788255034,1.0,31.0,0.0230858325958251,0.0008070017953321,107335680,0.0669861508473406,1438089216,12.0,12.0,0.0,0,none
1788255039,1.0,32.0,0.0228691101074218,0.0008050768129508,107110400,0.0656867002172501,1437609984,12.0,12.0,0.0,0,none
1788255044,1.0,33.0,0.0204336643218994,0.0008124930860282,107343872,0.0656461010291411,1437601792,12.0,12.0,0.0,0,none
1788255049,1.0,34.0,0.0189447402954101,0.0008033073186705,107343872,0.0656298397682621,1436831744,12.0,12.0,0.0,0,none
1788255054,1.0,35.0,0.0145747661590576,0.0007618699101193,107347968,0.0627264998903322,1437360128,12.0,12.0,0.0,0,none
1788255059,1.0,36.0,0.0226349830627441,0.0007600158053875,107335680,0.0652024382100793,1437622272,12.0,12.0,0.0,0,none
1788255064,1.0,37.0,0.0232837200164794,0.0007359977074698,107335680,0.0660216927584481,1437384704,12.0,12.0,0.0,0,none
1788255069,1.0,38.0,0.0226023197174072,0.000819382622227,107089920,0.0662513328959474,1437618176,12.0,12.0,0.0,0,none
1788255074,1.0,38.0,0.0226023197174072,0.0008350633308136,107618304,0.0657306810414735,1437634560,12.0,12.0,0.0,0,none
1788255079,1.0,39.0,0.0224974155426025,0.0008033571478116,107094016,0.06572868834934,1437630464,12.0,12.0,0.0,0,none
1788255084,1.0,40.0,0.0200872421264648,0.0007540933046698,107094016,0.0308835546353249,1437118464,12.0,12.0,0.0,0,none
1788255089,1.0,41.0,0.0144402980804443,0.000789903915101,107364352,0.0606362126681978,1514418176,12.0,12.0,0.0,0,none
1788255094,1.0,42.0,0.0205709934234619,0.0007860786779234,107102208,0.067946330697724,1441091584,12.0,12.0,0.0,0,none
1788255099,1.0,43.0,0.0227043628692626,0.0007536732333085,106844160,0.0677980838006889,1441337344,12.0,12.0,0.0,0,none
1788255104,1.0,44.0,0.022653579711914,0.0007057183500242,106844160,0.067358002477015,1440313344,12.0,12.0,0.0,0,none
1788255109,1.0,45.0,0.0217981338500976,0.0007657710786949,107343872,0.0667529129988755,1440067584,12.0,12.0,0.0,0,none
1788255114,1.0,46.0,0.0219109058380126,0.0007986123247928,107601920,0.0645728010015384,1440309248,12.0,12.0,0.0,0,none
1788255119,1.0,47.0,0.0231149196624755,0.0007216658275316,107573248,0.0676026034238639,1440272384,12.0,12.0,0.0,0,none
1788255124,1.0,48.0,0.0232713222503662,0.0007830530327449,107573248,0.0665407929856497,1440104448,12.0,12.0,0.0,0,none
1788255129,1.0,49.0,0.021697998046875,0.0008394387298339,107106304,0.0672738700301121,1441157120,12.0,12.0,0.0,0,none
1788255134,1.0,50.0,0.0227985382080078,0.0008390275229357,108118016,0.0673520123452535,1440374784,12.0,12.0,0.0,0,none
1788255139,1.0,51.0,0.0219581127166748,0.0008067729694772,107601920,0.0672632145212117,1440374784,12.0,12.0,0.0,0,none
1788255144,1.0,52.0,0.0143959522247314,0.000813593386812,107364352,0.0384022616215904,1441423360,12.0,12.0,0.0,0,none
1788255149,1.0,53.0,0.0139920711517333,0.0007630816356924,107364352,0.0618478395350669,1536167936,12.0,12.0,0.0,0,none
1788255154,1.0,54.0,0.0216860771179199,0.0008229514075667,107618304,0.0664200326763661,1444823040,12.0,12.0,0.0,0,none
1788255159,1.0,55.0,0.0221686363220214,0.0007646823223008,107134976,0.0663865220559195,1444302848,12.0,12.0,0.0,0,none
1788255164,1.0,56.0,0.0220594406127929,0.0008255860150973,107618304,0.0681609923084184,1444044800,12.0,12.0,0.0,0,none
1788255169,1.0,57.0,0.0223710536956787,0.0008229059644189,107106304,0.0676533206689232,1444036608,12.0,12.0,0.0,0,none
1788255174,1.0,58.0,0.0223238468170166,0.0008287142571485,107106304,0.0638470113409407,1444040704,12.0,12.0,0.0,0,none
1788255179,1.0,59.0,0.0218575000762939,0.000771032640642,106860544,0.0675998224397735,1444012032,12.0,12.0,0.0,0,none
1788255184,1.0,60.0,0.0216901302337646,0.0008366560777011,108142592,0.067612903818324,1443336192,12.0,12.0,0.0,0,none
1788255189,1.0,61.0,0.0220181941986084,0.0008096975924318,108384256,0.0663028037901409,1350590464,12.0,12.0,0.0,0,none
1788255194,1.0,62.0,0.0238924026489257,0.0007922428097345,107626496,0.0674876493623124,1350873088,12.0,12.0,0.0,0,none
1788255199,1.0,63.0,0.0211400985717773,0.0007993169347915,107626496,0.0675399419170949,1350344704,12.0,12.0,0.0,0,none
1788255204,1.0,64.0,0.0217735767364501,0.0008006950541014,107655168,0.0373217909564231,1351401472,12.0,12.0,0.0,0,none
1788255209,1.0,65.0,0.0124628543853759,0.000787137262949,106864640,0.0601417914532597,1395912704,12.0,12.0,0.0,0,none
1788255214,1.0,66.0,0.0209019184112548,0.0007917179482324,106864640,0.0684606044083325,1354051584,12.0,12.0,0.0,0,none
1788255219,1.0,67.0,0.0211596488952636,0.0008529800584653,107864064,0.0675386521319168,1353560064,12.0,12.0,0.0,0,none
1788255224,1.0,68.0,0.0219221115112304,0.0009008332586685,108126208,0.0674619518306299,1353818112,12.0,12.0,0.0,0,none
1788255229,1.0,69.0,0.0206823348999023,0.0007031533690724,107343872,0.0687875810957443,1353281536,12.0,12.0,0.0,0,none
1788255234,1.0,70.0,0.0143516063690185,0.0007662427271371,106872832,0.065217203975188,1353830400,12.0,12.0,0.0,0,none
1788255239,1.0,71.0,0.0226197242736816,0.0008002007116138,107626496,0.0671986852667872,1353052160,12.0,12.0,0.0,0,none
1788255244,1.0,72.0,0.0220212936401367,0.0008021066129327,107896832,0.0682125690110113,1353302016,12.0,12.0,0.0,0,none
1788255249,1.0,73.0,0.0214543342590332,0.0008040595299491,107380736,0.0673580477582891,1353818112,12.0,12.0,0.0,0,none
1788255254,1.0,74.0,0.0212342739105224,0.0007532426487365,108142592,0.0668638294137382,1353822208,12.0,12.0,0.0,0,none
1788255259,1.0,75.0,0.0193171501159667,0.0007428407364872,107122688,0.0662937588402232,1353564160,12.0,12.0,0.0,0,none
1788255264,1.0,76.0,0.0133512020111083,0.0007650786632769,107638784,0.0388679061364542,1353318400,12.0,12.0,0.0,0,none
1788255269,1.0,77.0,0.0160658359527587,0.0007258826389219,108404736,0.0541267160153031,1467699200,12.0,12.0,0.0,0,none
1788255274,1.0,78.0,0.0227901935577392,0.0007816480280392,108175360,0.0667757580768619,1356423168,12.0,12.0,0.0,0,none
1788255279,1.0,79.0,0.0190746784210205,0.0007130650496141,107642880,0.0661191790747455,1357475840,12.0,12.0,0.0,0,none
1788255284,1.0,80.0,0.0215089321136474,0.0007762971676438,107651072,0.0656665063223852,1356161024,12.0,12.0,0.0,0,none
1788255289,1.0,81.0,0.0219111442565917,0.0008242962805299,108470272,0.0655325945818795,1356431360,12.0,12.0,0.0,0,none
1788255294,1.0,82.0,0.0210068225860595,0.0007795811237881,108134400,0.0634282129606655,1357213696,12.0,12.0,0.0,0,none
1788255299,1.0,83.0,0.0229871273040771,0.0008001351795696,108388352,0.0667505469698581,1356742656,12.0,12.0,0.0,0,none
1788255304,1.0,84.0,0.0230138301849365,0.0007962270317379,107655168,0.0651720007385219,1356656640,12.0,12.0,0.0,0,none
1788255309,1.0,85.0,0.023179292678833,0.0007143718372641,107143168,0.0656081539829075,1357176832,12.0,12.0,0.0,0,none
1788255314,1.0,86.0,0.0210771560668945,0.0008613125615543,107659264,0.0661025741823658,1356664832,12.0,12.0,0.0,0,none
1788255319,1.0,87.0,0.0218594074249267,0.0008539483250873,108130304,0.0648954837185432,1356427264,12.0,12.0,0.0,0,none
1788255324,1.0,88.0,0.0222415924072265,0.000840581781796,107929600,0.0418039367466802,1356693504,12.0,12.0,0.0,0,none
1788255329,1.0,89.0,0.0170214176177978,0.0007852028199165,107139072,0.0548093050186909,1472548864,13.0,13.0,0.0,0,none
1788255334,1.0,90.0,0.0196242332458496,0.0008382315831973,107397120,0.0656853615463781,1360015360,13.0,13.0,0.0,0,none
1788255339,1.0,91.0,0.017829418182373,0.0008454851936218,107397120,0.0660805186337356,1360080896,13.0,13.0,0.0,0,none
1788255344,1.0,92.0,0.0206410884857177,0.0008265858527724,107139072,0.0659216610693984,1360076800,13.0,13.0,0.0,0,none
1788255349,1.0,93.0,0.0208344459533691,0.0008254989992967,107925504,0.0656585392994078,1359818752,13.0,13.0,0.0,0,none
1788255354,1.0,94.0,0.0216982364654541,0.000771357951272,107909120,0.0620515009890298,1360883712,13.0,13.0,0.0,0,none
1788255359,1.0,95.0,0.0215215682983398,0.0008393835616438,108150784,0.0667561756111614,1360195584,13.0,13.0,0.0,0,none
1788255364,1.0,96.0,0.0221631526947021,0.0008604767184035,108150784,0.0655301563784815,1360490496,13.0,13.0,0.0,0,none
1788255369,1.0,97.0,0.0220301151275634,0.0006793260585436,108150784,0.065998108543362,1359720448,13.0,13.0,0.0,0,none
1788255374,1.0,98.0,0.0220191478729248,0.0008383606974672,107659264,0.0656387976867184,1359998976,13.0,13.0,0.0,0,none
1788255379,1.0,99.0,0.0220732688903808,0.0007823667637935,107659264,0.0653317257537939,1359728640,13.0,13.0,0.0,0,none
1788255384,1.0,100.0,0.020965576171875,0.0008548564840716,107634688,0.0404825096123336,1359581184,13.0,13.0,0.0,0,none
1788255389,1.0,101.0,0.0137028694152832,0.0008862671777133,107634688,0.0397654135361235,1469542400,12.0,12.0,0.0,0,none
1788255394,1.0,102.0,0.0174770355224609,0.000784162683683,107151360,0.0654856416051304,1363755008,12.0,12.0,0.0,0,none
1788255399,1.0,103.0,0.018970251083374,0.0008490455428131,107675648,0.0656257903081032,1363451904,12.0,12.0,0.0,0,none
1788255404,1.0,104.0,0.015773057937622,0.0007792584651781,106893312,0.075387873928205,1369686016,12.0,12.0,0.0,0,none
1788255409,1.0,105.0,0.0186994075775146,0.0007475565764352,106893312,0.0762108551629095,1370972160,12.0,12.0,0.0,0,none
1788255414,1.0,106.0,0.0215098857879638,0.0007317451523545,106897408,0.073028372873161,1370058752,12.0,12.0,0.0,0,none
1788255419,1.0,107.0,0.0216989517211914,0.0007873950785565,107155456,0.0763298431900266,1369812992,12.0,12.0,0.0,0,none
1788255424,1.0,108.0,0.0188596248626709,0.0006738812551567,107151360,0.0751734568789974,1370394624,12.0,12.0,0.0,0,none
1788255429,1.0,109.0,0.0231773853302001,0.0007766791929658,107933696,0.0770552145958548,1370390528,12.0,12.0,0.0,0,none
1788255434,1.0,110.0,0.0211946964263916,0.0007998297582567,107405312,0.0773838763908632,1370394624,12.0,12.0,0.0,0,none
1788255439,1.0,111.0,0.0204434394836425,0.0006875687579617,107405312,0.0770437071696192,1370398720,12.0,12.0,0.0,0,none
1788255444,1.0,112.0,0.0221703052520751,0.0006717757723379,106897408,0.066919634238166,1370652672,12.0,12.0,0.0,0,none
1788255449,1.0,113.0,0.011521577835083,0.0007423146809062,106905600,0.0563142165477536,1484296192,11.0,11.0,0.0,0,none
1788255454,1.0,114.0,0.0148155689239501,0.0007321617910343,107679744,0.0767016542264341,1372721152,11.0,11.0,0.0,0,none
1788255459,1.0,115.0,0.0162019729614257,0.0007966335697399,107679744,0.0672607840449495,1372454912,11.0,11.0,0.0,0,none
1788255464,1.0,116.0,0.0211734771728515,0.0007274561540885,107163648,0.0668121625613811,1373229056,11.0,11.0,0.0,0,none
1788255469,1.0,117.0,0.0151278972625732,0.0007899192138532,107421696,0.0669900269487175,1372196864,11.0,11.0,0.0,0,none
1788255474,1.0,118.0,0.015557050704956,0.0007685687178097,107413504,0.0638439274480612,1372962816,11.0,11.0,0.0,0,none
1788255479,1.0,119.0,0.0131311416625976,0.0007585169601004,107413504,0.0661730406555498,1373626368,11.0,11.0,0.0,0,none
1788255484,1.0,120.0,0.0207400321960449,0.0007012615584369,107159552,0.0655283074483492,1373085696,11.0,11.0,0.0,0,none
1788255489,1.0,121.0,0.0138716697692871,0.0006750533196927,108208128,0.0651807418247908,1373077504,11.0,11.0,0.0,0,none
1788255494,1.0,122.0,0.022153615951538,0.0006295299999999,108208128,0.0645907047682837,1372815360,11.0,11.0,0.0,0,none
1788255499,1.0,123.0,0.0132496356964111,0.0007014015289406,107425792,0.065402139767838,1372971008,11.0,11.0,0.0,0,none
1788255504,1.0,124.0,0.0215289592742919,0.0006757808258839,107159552,0.0500158519381488,1372708864,11.0,11.0,0.0,0,none
1788255509,1.0,125.0,0.0166115760803222,0.0007442574099366,107937792,0.0309144781765642,1393676288,13.0,13.0,0.0,0,none
1788255514,1.0,126.0,0.0218236446380615,0.0007189052482276,107937792,0.0651194795453225,1374838784,13.0,13.0,0.0,0,none
1788255519,1.0,127.0,0.0124788284301757,0.000707167358729,107151360,0.0655717060735167,1374773248,13.0,13.0,0.0,0,none
1788255524,1.0,128.0,0.0211460590362548,0.000673586383706,107417600,0.0651086408129561,1375293440,13.0,13.0,0.0,0,none
1788255529,1.0,129.0,0.012747049331665,0.0006500331809467,107425792,0.06587543531545,1376342016,13.0,13.0,0.0,0,none
1788255534,1.0,130.0,0.0218188762664794,0.0007206028134944,108449792,0.0634206885410247,1375285248,13.0,13.0,0.0,0,none
1788255539,1.0,131.0,0.0140321254730224,0.0007124809409714,107679744,0.0642526239379635,1375567872,13.0,13.0,0.0,0,none
1788255544,1.0,132.0,0.0218183994293212,0.0006808260609913,107933696,0.065987393961479,1374765056,13.0,13.0,0.0,0,none
1788255549,1.0,133.0,0.0191528797149658,0.0006683276594476,107679744,0.0677853940328832,1374486528,13.0,13.0,0.0,0,none
1788255554,1.0,134.0,0.0247032642364501,0.0006952110315682,107950080,0.0664220708978971,1374818304,13.0,13.0,0.0,0,none
1788255559,1.0,135.0,0.0147249698638916,0.0007236465679039,107683840,0.0661935079350164,1375068160,13.0,13.0,0.0,0,none
1788255564,1.0,136.0,0.0203614234924316,0.0006492805755395,107409408,0.0654017768819687,1375596544,13.0,13.0,0.0,0,none
1788255569,1.0,137.0,0.0145151615142822,0.0006581475218353,107171840,0.0307106077216676,1374826496,12.0,12.0,0.0,0,none
1788255574,1.0,138.0,0.0218067169189453,0.0007099710384774,107171840,0.0661793962847662,1376124928,12.0,12.0,0.0,0,none
1788255579,1.0,139.0,0.0174932479858398,0.0007312325191124,107687936,0.0664626421864304,1375653888,12.0,12.0,0.0,0,none
1788255584,1.0,140.0,0.0216591358184814,0.0007215822535645,107679744,0.0663381553854952,1375465472,12.0,12.0,0.0,0,none
1788255589,1.0,141.0,0.0198063850402832,0.000642882272762,107679744,0.0663828921138011,1375404032,12.0,12.0,0.0,0,none
1788255594,1.0,142.0,0.0201127529144287,0.0007089731594107,107450368,0.0656988547226814,1375674368,12.0,12.0,0.0,0,none
1788255599,1.0,143.0,0.013848066329956,0.0007269615251552,107208704,0.0640071417762346,1375678464,12.0,12.0,0.0,0,none
1788255604,1.0,144.0,0.0137772560119628,0.0006855971169379,107171840,0.0659316674051278,1375936512,12.0,12.0,0.0,0,none
1788255609,1.0,145.0,0.0139949321746826,0.0007021970414632,107188224,0.06757353626838,1375944704,12.0,12.0,0.0,0,none
1788255614,1.0,146.0,0.0218110084533691,0.0006832194634227,107438080,0.0669156569096335,1375420416,12.0,12.0,0.0,0,none
1788255619,1.0,147.0,0.0198986530303955,0.0007017879479066,107196416,0.0668740184468338,1375428608,12.0,12.0,0.0,0,none
1788255624,1.0,148.0,0.0212318897247314,0.0006629633122701,107446272,0.0674121575518097,1374904320,12.0,12.0,0.0,0,none
1788255629,1.0,149.0,0.0134625434875488,0.0006921750039203,107175936,0.0451445989475038,1376542720,11.0,11.0,0.0,0,none
1788255634,1.0,150.0,0.0203189849853515,0.0006865191941681,107175936,0.0677709092818264,1376071680,11.0,11.0,0.0,0,none
1788255639,1.0,151.0,0.0193166732788085,0.0006942765730536,107446272,0.0675234459418033,1375625216,11.0,11.0,0.0,0,none
1788255644,1.0,152.0,0.0138366222381591,0.0006525921794066,107659264,0.068141949785403,1375825920,11.0,11.0,0.0,0,none
1788255649,1.0,153.0,0.0136923789978027,0.000675397584387,107921408,0.0679515620296385,1376854016,11.0,11.0,0.0,0,none
1788255654,1.0,154.0,0.0140981674194335,0.000677727712206,107917312,0.0673737318945423,1375551488,11.0,11.0,0.0,0,none
1788255659,1.0,155.0,0.0199377536773681,0.0007069944351801,108474368,0.0651725638880717,1375563776,11.0,11.0,0.0,0,none
1788255664,1.0,156.0,0.0211446285247802,0.0006929165232825,108253184,0.0657911089871527,1375047680,11.0,11.0,0.0,0,none
1788255669,1.0,157.0,0.0190730094909667,0.0006969137105855,107442176,0.0663929157361306,1376088064,11.0,11.0,0.0,0,none
1788255674,1.0,158.0,0.0212516784667968,0.0006972732331663,107712512,0.0660151702308221,1374801920,11.0,11.0,0.0,0,none
1788255679,1.0,159.0,0.0187146663665771,0.0006949067341699,107438080,0.0658454878078196,1375047680,11.0,11.0,0.0,0,none
1788255684,1.0,160.0,0.0151677131652832,0.0006732860095246,107188224,0.0525697901226558,1375821824,11.0,11.0,0.0,0,none
1788255689,1.0,161.0,0.0118112564086914,0.0006885122755588,107732992,0.0399014038349323,1523625984,12.0,12.0,0.0,0,none
1788255694,1.0,162.0,0.0188875198364257,0.0006776566253927,107483136,0.0664370587571986,1375342592,12.0,12.0,0.0,0,none
1788255699,1.0,163.0,0.0208282470703125,0.0007011116914123,107245568,0.0659197068183899,1375719424,12.0,12.0,0.0,0,none
1788255704,1.0,164.0,0.0232059955596923,0.0007099545319022,107700224,0.0658184337233522,1375203328,12.0,12.0,0.0,0,none
1788255709,1.0,165.0,0.0144376754760742,0.0007192563999854,107704320,0.0658617296135586,1375191040,12.0,12.0,0.0,0,none
1788255714,1.0,166.0,0.0156476497650146,0.0007005090598412,107429888,0.0654399974228942,1375703040,12.0,12.0,0.0,0,none
1788255719,1.0,167.0,0.0183937549591064,0.0007080644296261,107192320,0.0636805865957225,1375453184,12.0,12.0,0.0,0,none
1788255724,1.0,168.0,0.0216691493988037,0.0007085596962043,106938368,0.0659741337927075,1374998528,12.0,12.0,0.0,0,none
1788255729,1.0,169.0,0.0218932628631591,0.0007253467569623,107196416,0.0668504099251191,1374720000,12.0,12.0,0.0,0,none
1788255734,1.0,170.0,0.0201399326324462,0.0007428971843546,107728896,0.0662951099440171,1375469568,12.0,12.0,0.0,0,none
1788255739,1.0,171.0,0.0198307037353515,0.0007823410545223,107507712,0.0655835576112268,1375985664,12.0,12.0,0.0,0,none
1788255744,1.0,172.0,0.0213406085968017,0.0007677802605046,107274240,0.0568510616649127,1375977472,12.0,12.0,0.0,0,none
1788255749,1.0,173.0,0.0183274745941162,0.0007650248213216,106942464,0.0437668003300944,1377341440,12.0,12.0,0.0,0,none
1788255754,1.0,174.0,0.0200815200805664,0.0006853151461489,106942464,0.0668656170506066,1376571392,12.0,12.0,0.0,0,none
1788255759,1.0,175.0,0.0212583541870117,0.0007847730070233,107216896,0.0662775824110442,1375768576,12.0,12.0,0.0,0,none
1788255764,1.0,176.0,0.0224311351776123,0.0007729231763818,107237376,0.0670596437980186,1376296960,12.0,12.0,0.0,0,none
1788255769,1.0,177.0,0.0219790935516357,0.0008056360236148,107208704,0.0668973105407984,1375272960,12.0,12.0,0.0,0,none
1788255774,1.0,178.0,0.0209407806396484,0.0008374813988095,107204608,0.0676878047564273,1375776768,12.0,12.0,0.0,0,none
1788255779,1.0,179.0,0.0204999446868896,0.0008214764857319,107700224,0.0648678909321712,1376321536,12.0,12.0,0.0,0,none
1788255784,1.0,180.0,0.0214121341705322,0.0008197795379056,107450368,0.0671548679943655,1375531008,12.0,12.0,0.0,0,none
1788255789,1.0,181.0,0.0265867710113525,0.0008214096642874,107450368,0.0673547907725494,1376325632,12.0,12.0,0.0,0,none
1788255794,1.0,182.0,0.0206928253173828,0.000809549346633,107454464,0.0675853102956329,1375789056,12.0,12.0,0.0,0,none
1788255799,1.0,183.0,0.0195827484130859,0.0008151410016902,107712512,0.0661951921189206,1375539200,12.0,12.0,0.0,0,none
1788255804,1.0,184.0,0.0217328071594238,0.0008121643275986,107692032,0.0540009673877742,1375272960,12.0,12.0,0.0,0,none
1788255809,1.0,185.0,0.0184707641601562,0.0007913537038955,107687936,0.0321650017459112,1392844800,12.0,12.0,0.0,0,none
1788255814,1.0,186.0,0.0203268527984619,0.0008444631056263,107487232,0.0682254017580459,1377030144,12.0,12.0,0.0,0,none
1788255819,1.0,187.0,0.018571138381958,0.0008391602090466,107245568,0.0676818998602581,1376165888,12.0,12.0,0.0,0,none
1788255824,1.0,188.0,0.0198488235473632,0.0008174904259335,107208704,0.0669162296862127,1375338496,12.0,12.0,0.0,0,none
1788255829,1.0,189.0,0.0204899311065673,0.0008098222302029,106950656,0.0668695738830729,1375346688,12.0,12.0,0.0,0,none
1788255834,1.0,190.0,0.0212974548339843,0.0008352040628565,107208704,0.0670097814829248,1375338496,12.0,12.0,0.0,0,none
1788255839,1.0,191.0,0.0213408470153808,0.000830305337975,107229184,0.0643265372275161,1375342592,12.0,12.0,0.0,0,none
1788255844,1.0,192.0,0.0209541320800781,0.0008289998921134,107462656,0.066849141305419,1375100928,12.0,12.0,0.0,0,none
1788255849,1.0,193.0,0.0205082893371582,0.0008233564263549,107462656,0.0671746832594137,1375100928,12.0,12.0,0.0,0,none
1788255854,1.0,194.0,0.0193817615509033,0.0008102581293999,107454464,0.0673879889227258,1375363072,12.0,12.0,0.0,0,none
1788255859,1.0,195.0,0.0190293788909912,0.0007516463045386,107454464,0.0666853225053595,1375617024,12.0,12.0,0.0,0,none
1788255864,1.0,196.0,0.019416332244873,0.0008310084277826,107720704,0.0659598538262953,1375350784,12.0,12.0,0.0,0,none
1788255869,1.0,197.0,0.0176544189453125,0.0008505313301575,107970560,0.0469947550169347,1452302336,12.0,12.0,0.0,0,none
1788255874,1.0,198.0,0.0209903717041015,0.000833066976609,107208704,0.0659870849045789,1377198080,12.0,12.0,0.0,0,none
1788255879,1.0,199.0,0.0209951400756835,0.000873163429374,107466752,0.0660408297907472,1376931840,12.0,12.0,0.0,0,none
1788255884,1.0,200.0,0.0188879966735839,0.0008549720751432,107474944,0.0657838708519841,1376944128,12.0,12.0,0.0,0,none
1788255889,1.0,201.0,0.0200438499450683,0.0008398119918699,107216896,0.0672916574346268,1375649792,12.0,12.0,0.0,0,none
1788255894,1.0,202.0,0.019111156463623,0.0008338806538817,107212800,0.0670239129212258,1376190464,12.0,12.0,0.0,0,none
1788255899,1.0,203.0,0.0210895538330078,0.0008257488062509,107466752,0.0637653511367585,1376452608,12.0,12.0,0.0,0,none
1788255904,1.0,204.0,0.0222983360290527,0.0008451432900352,107208704,0.0668362530331633,1375715328,12.0,12.0,0.0,0,none
1788255909,1.0,205.0,0.0203568935394287,0.0008408529782914,107474944,0.0667144220585566,1375694848,12.0,12.0,0.0,0,none
1788255914,1.0,206.0,0.0196971893310546,0.0007683509983243,107208704,0.0672526641929665,1375440896,12.0,12.0,0.0,0,none
1788255919,1.0,207.0,0.0137844085693359,0.0008411522032784,107212800,0.0661942207342,1375432704,12.0,12.0,0.0,0,none
1788255924,1.0,208.0,0.0134749412536621,0.0007951078473109,107470848,0.0500661987415596,1375690752,12.0,12.0,0.0,0,none
1788255929,1.0,209.0,0.0184307098388671,0.0008030438675022,107204608,0.0316232710121009,1375707136,12.0,12.0,0.0,0,none
1788255934,1.0,210.0,0.0151524543762207,0.000771612023818,107220992,0.0665671110779323,1376464896,12.0,12.0,0.0,0,none
1788255939,1.0,211.0,0.0205671787261962,0.0007728363636363,107716608,0.0671118781216164,1376550912,12.0,12.0,0.0,0,none
